"","long","lat","freq"
"1234",139,-22,105
"474",137,-31,104
"516",137,-30.5,104
"641",136.5,-29,104
"488",144,-31,103
"1205",145.5,-22.5,103
"646",139,-29,102
"910",145,-26,102
"1080",146,-24,102
"1325",142.5,-21,102
"1449",141.5,-19.5,102
"312",140,-33,101
"904",142,-26,101
"655",143.5,-29,100
"1190",138,-22.5,100
"1527",138.5,-18.5,100
"158",147,-35,99
"1116",143,-23.5,98
"1317",138.5,-21,98
"1563",135.5,-18,98
"72",146,-36,97
"237",144.5,-34,97
"732",140,-28,97
"869",145.5,-26.5,97
"355",140.5,-32.5,96
"524",141,-30.5,96
"432",137,-31.5,95
"573",144.5,-30,95
"682",136,-28.5,94
"1443",138.5,-19.5,93
"110",144,-35.5,92
"314",141,-33,92
"558",137,-30,92
"149",142.5,-35,91
"1169",148.5,-23,91
"724",136,-28,89
"998",147,-25,89
"640",136,-29,88
"680",135,-28.5,88
"1039",146.5,-24.5,88
"1438",136,-19.5,88
"554",135,-30,87
"1086",149,-24,87
"826",145,-27,86
"1163",145.5,-23,86
"1280",141,-21.5,86
"1360",139,-20.5,86
"720",134,-28,85
"806",135,-27,83
"513",135.5,-30.5,82
"649",140.5,-29,82
"762",134,-27.5,82
"879",150.5,-26.5,82
"1206",146,-22.5,82
"1408",142,-20,82
"392",138,-32,81
"543",150.5,-30.5,81
"850",136,-26.5,81
"856",139,-26.5,81
"1482",137,-19,81
"391",137.5,-32,80
"898",139,-26,80
"1358",138,-20.5,80
"1083",147.5,-24,79
"1369",143.5,-20.5,79
"448",145,-31.5,78
"596",135,-29.5,78
"656",144,-29,76
"1480",136,-19,76
"1252",148,-22,75
"188",141,-34.5,74
"458",150,-31.5,74
"471",135.5,-31,74
"1068",140,-24,74
"73",146.5,-36,73
"309",138.5,-33,73
"233",142.5,-34,72
"803",133.5,-27,72
"1442",138,-19.5,72
"1082",147,-24,71
"1485",138.5,-19,71
"658",145,-29,70
"915",147.5,-26,70
"243",147.5,-34,69
"805",134.5,-27,69
"943",140.5,-25.5,69
"571",143.5,-30,68
"1292",147,-21.5,68
"190",142,-34.5,67
"356",141,-32.5,67
"808",136,-27,67
"472",136,-31,66
"515",136.5,-30.5,66
"535",146.5,-30.5,66
"1409",142.5,-20,66
"745",146.5,-28,64
"316",142,-33,62
"1081",146.5,-24,62
"1315",137.5,-21,62
"1362",140,-20.5,62
"109",143.5,-35.5,61
"313",140.5,-33,61
"473",136.5,-31,61
"698",144,-28.5,61
"827",145.5,-27,61
"880",151,-26.5,61
"1046",150,-24.5,61
"1405",140.5,-20,61
"764",135,-27.5,60
"1208",147,-22.5,60
"286",148,-33.5,59
"949",143.5,-25.5,59
"1004",150,-25,59
"201",147.5,-34.5,57
"228",140,-34,57
"639",135.5,-29,57
"670",151,-29,57
"1164",146,-23,57
"1483",137.5,-19,57
"71",145.5,-36,56
"189",141.5,-34.5,56
"349",137.5,-32.5,56
"556",136,-30,56
"784",145,-27.5,55
"1333",146.5,-21,55
"1416",146,-20,55
"414",149,-32,54
"705",147.5,-28.5,54
"491",145.5,-31,53
"951",144.5,-25.5,53
"1239",141.5,-22,53
"1373",145.5,-20.5,53
"148",142,-35,52
"447",144.5,-31.5,52
"555",135.5,-30,52
"1321",140.5,-21,52
"492",146,-31,51
"1397",136.5,-20,51
"1570",139,-18,51
"272",141,-33.5,50
"364",145,-32.5,50
"1396",136,-20,50
"888",134,-26,49
"1274",138,-21.5,49
"637",134.5,-29,47
"772",139,-27.5,47
"807",135.5,-27,47
"415",149.5,-32,46
"457",149.5,-31.5,46
"697",143.5,-28.5,44
"692",141,-28.5,43
"787",146.5,-27.5,43
"796",151,-27.5,43
"229",140.5,-34,42
"1293",147.5,-21.5,42
"371",148.5,-32.5,41
"557",136.5,-30,41
"1165",146.5,-23,41
"785",145.5,-27.5,40
"406",145,-32,39
"829",146.5,-27,39
"1237",140.5,-22,39
"1374",146,-20.5,38
"268",139,-33.5,37
"390",137,-32,37
"678",134,-28.5,37
"817",140.5,-27,37
"887",133.5,-26,36
"202",148,-34.5,35
"490",145,-31,35
"493",146.5,-31,35
"531",144.5,-30.5,35
"608",141,-29.5,35
"227",139.5,-34,34
"514",136,-30.5,34
"804",134,-27,34
"886",133,-26,34
"1562",135,-18,34
"365",145.5,-32.5,33
"476",138,-31,32
"679",134.5,-28.5,32
"931",134.5,-25.5,32
"957",147.5,-25.5,32
"1437",135.5,-19.5,32
"712",151,-28.5,31
"723",135.5,-28,31
"774",140,-27.5,31
"439",140.5,-31.5,30
"1413",144.5,-20,30
"187",140.5,-34.5,29
"644",138,-29,29
"1330",145,-21,29
"1521",135.5,-18.5,29
"1564",136,-18,29
"559",137.5,-30,28
"1207",146.5,-22.5,28
"1073",142.5,-24,27
"1484",138,-19,27
"1487",139.5,-19,27
"699",144.5,-28.5,26
"1211",148.5,-22.5,26
"311",139.5,-33,25
"1128",149,-23.5,25
"1372",145,-20.5,25
"438",140,-31.5,24
"599",136.5,-29.5,24
"653",142.5,-29,24
"1158",143,-23,24
"1371",144.5,-20.5,24
"499",149.5,-31,23
"754",151,-28,23
"844",133,-26.5,23
"1318",139,-21,23
"1478",135,-19,23
"738",143,-28,22
"761",133.5,-27.5,22
"797",151.5,-27.5,22
"1533",141.5,-18.5,22
"1651",137.5,-17,22
"845",133.5,-26.5,21
"107",142.5,-35.5,20
"108",143,-35.5,20
"244",148,-34,20
"1291",146.5,-21.5,20
"1414",145,-20,20
"1561",134.5,-18,20
"1523",136.5,-18.5,19
"405",144.5,-32,18
"470",135,-31,18
"781",143.5,-27.5,18
"889",134.5,-26,18
"1479",135.5,-19,18
"116",147,-35.5,17
"146",141,-35,17
"407",145.5,-32,17
"459",150.5,-31.5,17
"1450",142,-19.5,17
"1491",141.5,-19,17
"159",147.5,-35,16
"431",136.5,-31.5,16
"480",140,-31,16
"1071",141.5,-24,16
"1436",135,-19.5,16
"704",147,-28.5,15
"891",135.5,-26,15
"892",136,-26,15
"1476",134,-19,15
"1518",134,-18.5,15
"1560",134,-18,15
"429",135.5,-31.5,14
"816",140,-27,14
"958",148,-25.5,14
"1170",149,-23,14
"1332",146,-21,14
"1356",137,-20.5,14
"1569",138.5,-18,14
"1690",136,-16.5,14
"434",138,-31.5,13
"1441",137.5,-19.5,13
"226",139,-34,12
"346",136,-32.5,12
"347",136.5,-32.5,12
"511",134.5,-30.5,12
"940",139,-25.5,12
"970",133,-25,12
"1608",137,-17.5,12
"68",144,-36,11
"372",149,-32.5,11
"388",136,-32,11
"730",139,-28,11
"1375",146.5,-20.5,11
"1455",144.5,-19.5,11
"1497",144.5,-19,11
"1605",135.5,-17.5,11
"1692",137,-16.5,11
"1733",136.5,-16,11
"330",149,-33,10
"348",137,-32.5,10
"518",138,-30.5,10
"544",151,-30.5,10
"1129",149.5,-23.5,10
"1148",138,-23,10
"1314",137,-21,10
"1520",135,-18.5,10
"1576",142,-18,10
"1659",141.5,-17,10
"269",139.5,-33.5,9
"287",148.5,-33.5,9
"416",150,-32,9
"688",139,-28.5,9
"928",133,-25.5,9
"969",132.5,-25,9
"999",147.5,-25,9
"1088",150,-24,9
"1114",142,-23.5,9
"1115",142.5,-23.5,9
"1249",146.5,-22,9
"1392",134,-20,9
"1575",141.5,-18,9
"1580",144,-18,9
"1611",138.5,-17.5,9
"1652",138,-17,9
"147",141.5,-35,8
"270",140,-33.5,8
"553",134.5,-30,8
"766",136,-27.5,8
"847",134.5,-26.5,8
"932",135,-25.5,8
"1435",134.5,-19.5,8
"1565",136.5,-18,8
"1647",135.5,-17,8
"1732",136,-16,8
"160",148,-35,7
"186",140,-34.5,7
"628",151,-29.5,7
"988",142,-25,7
"1012",133,-24.5,7
"1108",139,-23.5,7
"1223",133.5,-22,7
"1226",135,-22,7
"1410",143,-20,7
"1434",134,-19.5,7
"1445",139.5,-19.5,7
"1537",143.5,-18.5,7
"1578",143,-18,7
"22",142,-36.5,6
"65",142.5,-36,6
"66",143,-36,6
"185",139.5,-34.5,6
"308",138,-33,6
"417",150.5,-32,6
"481",140.5,-31,6
"565",140.5,-30,6
"654",143,-29,6
"755",151.5,-28,6
"939",138.5,-25.5,6
"1072",142,-24,6
"1253",148.5,-22,6
"1266",134,-21.5,6
"1271",136.5,-21.5,6
"1279",140.5,-21.5,6
"1308",134,-21,6
"1334",147,-21,6
"1477",134.5,-19,6
"1492",142,-19,6
"1559",133.5,-18,6
"1577",142.5,-18,6
"67",143.5,-36,5
"104",141,-35.5,5
"143",139.5,-35,5
"225",138.5,-34,5
"502",151,-31,5
"846",134,-26.5,5
"1047",150.5,-24.5,5
"1066",139,-24,5
"1087",149.5,-24,5
"1089",150.5,-24,5
"1149",138.5,-23,5
"1228",136,-22,5
"1269",135.5,-21.5,5
"1295",148.5,-21.5,5
"1439",136.5,-19.5,5
"1457",145.5,-19.5,5
"1539",144.5,-18.5,5
"1581",144.5,-18,5
"1610",138,-17.5,5
"1648",136,-17,5
"1650",137,-17,5
"20",141,-36.5,4
"61",140.5,-36,4
"102",140,-35.5,4
"103",140.5,-35.5,4
"329",148.5,-33,4
"387",135.5,-32,4
"469",134.5,-31,4
"510",134,-30.5,4
"773",139.5,-27.5,4
"926",132,-25.5,4
"982",139,-25,4
"1000",148,-25,4
"1224",134,-22,4
"1246",145,-22,4
"1288",145,-21.5,4
"1290",146,-21.5,4
"1350",134,-20.5,4
"1454",144,-19.5,4
"1540",145,-18.5,4
"1582",145,-18,4
"1617",141.5,-17.5,4
"1658",141,-17,4
"1734",137,-16,4
"21",141.5,-36.5,3
"106",142,-35.5,3
"430",136,-31.5,3
"512",135,-30.5,3
"522",140,-30.5,3
"552",134,-30,3
"607",140.5,-29.5,3
"643",137.5,-29,3
"689",139.5,-28.5,3
"809",136.5,-27,3
"854",138,-26.5,3
"858",140,-26.5,3
"884",132,-26,3
"968",132,-25,3
"981",138.5,-25,3
"993",144.5,-25,3
"1183",134.5,-22.5,3
"1189",137.5,-22.5,3
"1225",134.5,-22,3
"1294",148,-21.5,3
"1335",147.5,-21,3
"1417",146.5,-20,3
"1458",146,-19.5,3
"1535",142.5,-18.5,3
"1536",143,-18.5,3
"373",149.5,-32.5,2
"374",150,-32.5,2
"636",134,-29,2
"725",136.5,-28,2
"731",139.5,-28,2
"770",138,-27.5,2
"812",138,-27,2
"813",138.5,-27,2
"851",136.5,-26.5,2
"885",132.5,-26,2
"976",136,-25,2
"1013",133.5,-24.5,2
"1146",137,-23,2
"1182",134,-22.5,2
"1212",149,-22.5,2
"1231",137.5,-22,2
"1272",137,-21.5,2
"1351",134.5,-20.5,2
"1377",147.5,-20.5,2
"1403",139.5,-20,2
"1412",144,-20,2
"1418",147,-20,2
"1460",147,-19.5,2
"1607",136.5,-17.5,2
"1613",139.5,-17.5,2
"1689",135.5,-16.5,2
"19",140.5,-36.5,1
"35",148.5,-36.5,1
"62",141,-36,1
"144",140,-35,1
"145",140.5,-35,1
"161",148.5,-35,1
"203",148.5,-34.5,1
"245",148.5,-34,1
"332",150,-33,1
"389",136.5,-32,1
"433",137.5,-31.5,1
"503",151.5,-31,1
"545",151.5,-30.5,1
"595",134.5,-29.5,1
"684",137,-28.5,1
"686",138,-28.5,1
"756",152,-28,1
"802",133,-27,1
"810",137,-27,1
"843",132.5,-26.5,1
"883",131.5,-26,1
"929",133.5,-25.5,1
"933",135.5,-25.5,1
"1010",132,-24.5,1
"1014",134,-24.5,1
"1023",138.5,-24.5,1
"1030",142,-24.5,1
"1106",138,-23.5,1
"1107",138.5,-23.5,1
"1171",149.5,-23,1
"1188",137,-22.5,1
"1229",136.5,-22,1
"1230",137,-22,1
"1248",146,-22,1
"1265",133.5,-21.5,1
"1451",142.5,-19.5,1
"1499",145.5,-19,1
"1526",138,-18.5,1
"1538",144,-18.5,1
"1601",133.5,-17.5,1
"1655",139.5,-17,1
"1",131.5,-36.5,0
"2",132,-36.5,0
"3",132.5,-36.5,0
"4",133,-36.5,0
"5",133.5,-36.5,0
"6",134,-36.5,0
"7",134.5,-36.5,0
"8",135,-36.5,0
"9",135.5,-36.5,0
"10",136,-36.5,0
"11",136.5,-36.5,0
"12",137,-36.5,0
"13",137.5,-36.5,0
"14",138,-36.5,0
"15",138.5,-36.5,0
"16",139,-36.5,0
"17",139.5,-36.5,0
"18",140,-36.5,0
"23",142.5,-36.5,0
"24",143,-36.5,0
"25",143.5,-36.5,0
"26",144,-36.5,0
"27",144.5,-36.5,0
"28",145,-36.5,0
"29",145.5,-36.5,0
"30",146,-36.5,0
"31",146.5,-36.5,0
"32",147,-36.5,0
"33",147.5,-36.5,0
"34",148,-36.5,0
"36",149,-36.5,0
"37",149.5,-36.5,0
"38",150,-36.5,0
"39",150.5,-36.5,0
"40",151,-36.5,0
"41",151.5,-36.5,0
"42",152,-36.5,0
"43",131.5,-36,0
"44",132,-36,0
"45",132.5,-36,0
"46",133,-36,0
"47",133.5,-36,0
"48",134,-36,0
"49",134.5,-36,0
"50",135,-36,0
"51",135.5,-36,0
"52",136,-36,0
"53",136.5,-36,0
"54",137,-36,0
"55",137.5,-36,0
"56",138,-36,0
"57",138.5,-36,0
"58",139,-36,0
"59",139.5,-36,0
"60",140,-36,0
"63",141.5,-36,0
"64",142,-36,0
"74",147,-36,0
"75",147.5,-36,0
"76",148,-36,0
"77",148.5,-36,0
"78",149,-36,0
"79",149.5,-36,0
"80",150,-36,0
"81",150.5,-36,0
"82",151,-36,0
"83",151.5,-36,0
"84",152,-36,0
"85",131.5,-35.5,0
"86",132,-35.5,0
"87",132.5,-35.5,0
"88",133,-35.5,0
"89",133.5,-35.5,0
"90",134,-35.5,0
"91",134.5,-35.5,0
"92",135,-35.5,0
"93",135.5,-35.5,0
"94",136,-35.5,0
"95",136.5,-35.5,0
"96",137,-35.5,0
"97",137.5,-35.5,0
"98",138,-35.5,0
"99",138.5,-35.5,0
"100",139,-35.5,0
"101",139.5,-35.5,0
"105",141.5,-35.5,0
"117",147.5,-35.5,0
"118",148,-35.5,0
"119",148.5,-35.5,0
"120",149,-35.5,0
"121",149.5,-35.5,0
"122",150,-35.5,0
"123",150.5,-35.5,0
"124",151,-35.5,0
"125",151.5,-35.5,0
"126",152,-35.5,0
"127",131.5,-35,0
"128",132,-35,0
"129",132.5,-35,0
"130",133,-35,0
"131",133.5,-35,0
"132",134,-35,0
"133",134.5,-35,0
"134",135,-35,0
"135",135.5,-35,0
"136",136,-35,0
"137",136.5,-35,0
"138",137,-35,0
"139",137.5,-35,0
"140",138,-35,0
"141",138.5,-35,0
"142",139,-35,0
"162",149,-35,0
"163",149.5,-35,0
"164",150,-35,0
"165",150.5,-35,0
"166",151,-35,0
"167",151.5,-35,0
"168",152,-35,0
"169",131.5,-34.5,0
"170",132,-34.5,0
"171",132.5,-34.5,0
"172",133,-34.5,0
"173",133.5,-34.5,0
"174",134,-34.5,0
"175",134.5,-34.5,0
"176",135,-34.5,0
"177",135.5,-34.5,0
"178",136,-34.5,0
"179",136.5,-34.5,0
