"","long","lat","freq"
"810",138.5,-26,0
"834",150.5,-26,0
"835",151,-26,0
"836",151.5,-26,0
"837",133,-25.5,0
"838",133.5,-25.5,0
"839",134,-25.5,0
"842",135.5,-25.5,0
"843",136,-25.5,0
"844",136.5,-25.5,0
"845",137,-25.5,0
"846",137.5,-25.5,0
"847",138,-25.5,0
"848",138.5,-25.5,0
"849",139,-25.5,0
"867",148,-25.5,0
"872",150.5,-25.5,0
"873",151,-25.5,0
"874",151.5,-25.5,0
"875",133,-25,0
"876",133.5,-25,0
"877",134,-25,0
"878",134.5,-25,0
"879",135,-25,0
"880",135.5,-25,0
"881",136,-25,0
"882",136.5,-25,0
"883",137,-25,0
"884",137.5,-25,0
"885",138,-25,0
"886",138.5,-25,0
"887",139,-25,0
"898",144.5,-25,0
"905",148,-25,0
"910",150.5,-25,0
"911",151,-25,0
"912",151.5,-25,0
"913",133,-24.5,0
"914",133.5,-24.5,0
"915",134,-24.5,0
"916",134.5,-24.5,0
"917",135,-24.5,0
"918",135.5,-24.5,0
"919",136,-24.5,0
"920",136.5,-24.5,0
"921",137,-24.5,0
"922",137.5,-24.5,0
"923",138,-24.5,0
"924",138.5,-24.5,0
"925",139,-24.5,0
"931",142,-24.5,0
"949",151,-24.5,0
"950",151.5,-24.5,0
"951",133,-24,0
"952",133.5,-24,0
"953",134,-24,0
"954",134.5,-24,0
"955",135,-24,0
"956",135.5,-24,0
"957",136,-24,0
"958",136.5,-24,0
"959",137,-24,0
"960",137.5,-24,0
"961",138,-24,0
"962",138.5,-24,0
"968",141.5,-24,0
"969",142,-24,0
"984",149.5,-24,0
"985",150,-24,0
"987",151,-24,0
"988",151.5,-24,0
"989",133,-23.5,0
"990",133.5,-23.5,0
"991",134,-23.5,0
"992",134.5,-23.5,0
"993",135,-23.5,0
"994",135.5,-23.5,0
"995",136,-23.5,0
"996",136.5,-23.5,0
"997",137,-23.5,0
"998",137.5,-23.5,0
"999",138,-23.5,0
"1000",138.5,-23.5,0
"1023",150,-23.5,0
"1024",150.5,-23.5,0
"1025",151,-23.5,0
"1026",151.5,-23.5,0
"1027",133,-23,0
"1028",133.5,-23,0
"1029",134,-23,0
"1030",134.5,-23,0
"1031",135,-23,0
"1032",135.5,-23,0
"1033",136,-23,0
"1034",136.5,-23,0
"1035",137,-23,0
"1036",137.5,-23,0
"1037",138,-23,0
"1059",149,-23,0
"1060",149.5,-23,0
"1061",150,-23,0
"1062",150.5,-23,0
"1063",151,-23,0
"1064",151.5,-23,0
"1065",133,-22.5,0
"1066",133.5,-22.5,0
"1067",134,-22.5,0
"1068",134.5,-22.5,0
"1069",135,-22.5,0
"1070",135.5,-22.5,0
"1071",136,-22.5,0
"1072",136.5,-22.5,0
"1073",137,-22.5,0
"1074",137.5,-22.5,0
"1097",149,-22.5,0
"1098",149.5,-22.5,0
"1099",150,-22.5,0
"1100",150.5,-22.5,0
"1101",151,-22.5,0
"1102",151.5,-22.5,0
"1103",133,-22,0
"1104",133.5,-22,0
"1105",134,-22,0
"1106",134.5,-22,0
"1107",135,-22,0
"1108",135.5,-22,0
"1109",136,-22,0
"1110",136.5,-22,0
"1111",137,-22,0
"1112",137.5,-22,0
"1128",145.5,-22,0
"1129",146,-22,0
"1134",148.5,-22,0
"1135",149,-22,0
"1136",149.5,-22,0
"1137",150,-22,0
"1138",150.5,-22,0
"1139",151,-22,0
"1140",151.5,-22,0
"1141",133,-21.5,0
"1142",133.5,-21.5,0
"1143",134,-21.5,0
"1144",134.5,-21.5,0
"1145",135,-21.5,0
"1146",135.5,-21.5,0
"1147",136,-21.5,0
"1148",136.5,-21.5,0
"1149",137,-21.5,0
"1150",137.5,-21.5,0
"1156",140.5,-21.5,0
"1166",145.5,-21.5,0
"1167",146,-21.5,0
"1173",149,-21.5,0
"1174",149.5,-21.5,0
"1175",150,-21.5,0
"1176",150.5,-21.5,0
"1177",151,-21.5,0
"1178",151.5,-21.5,0
"1179",133,-21,0
"1180",133.5,-21,0
"1181",134,-21,0
"1182",134.5,-21,0
"1183",135,-21,0
"1184",135.5,-21,0
"1185",136,-21,0
"1186",136.5,-21,0
"1187",137,-21,0
"1204",145.5,-21,0
"1205",146,-21,0
"1207",147,-21,0
"1208",147.5,-21,0
"1209",148,-21,0
"1210",148.5,-21,0
"1211",149,-21,0
"1212",149.5,-21,0
"1213",150,-21,0
"1214",150.5,-21,0
"1215",151,-21,0
"1216",151.5,-21,0
"1217",133,-20.5,0
"1218",133.5,-20.5,0
"1219",134,-20.5,0
"1220",134.5,-20.5,0
"1221",135,-20.5,0
"1222",135.5,-20.5,0
"1223",136,-20.5,0
"1224",136.5,-20.5,0
"1225",137,-20.5,0
"1238",143.5,-20.5,0
"1245",147,-20.5,0
"1246",147.5,-20.5,0
"1247",148,-20.5,0
"1248",148.5,-20.5,0
"1249",149,-20.5,0
"1250",149.5,-20.5,0
"1251",150,-20.5,0
"1252",150.5,-20.5,0
"1253",151,-20.5,0
"1254",151.5,-20.5,0
"1255",133,-20,0
"1256",133.5,-20,0
"1257",134,-20,0
"1258",134.5,-20,0
"1259",135,-20,0
"1260",135.5,-20,0
"1268",139.5,-20,0
"1276",143.5,-20,0
"1277",144,-20,0
"1278",144.5,-20,0
"1279",145,-20,0
"1280",145.5,-20,0
"1282",146.5,-20,0
"1283",147,-20,0
"1284",147.5,-20,0
"1285",148,-20,0
"1286",148.5,-20,0
"1287",149,-20,0
"1288",149.5,-20,0
"1289",150,-20,0
"1290",150.5,-20,0
"1291",151,-20,0
"1292",151.5,-20,0
"1293",133,-19.5,0
"1294",133.5,-19.5,0
"1295",134,-19.5,0
"1306",139.5,-19.5,0
"1311",142,-19.5,0
"1312",142.5,-19.5,0
"1313",143,-19.5,0
"1314",143.5,-19.5,0
"1315",144,-19.5,0
"1316",144.5,-19.5,0
"1317",145,-19.5,0
"1318",145.5,-19.5,0
"1319",146,-19.5,0
"1320",146.5,-19.5,0
"1321",147,-19.5,0
"1322",147.5,-19.5,0
"1323",148,-19.5,0
"1324",148.5,-19.5,0
"1325",149,-19.5,0
"1326",149.5,-19.5,0
"1327",150,-19.5,0
"1328",150.5,-19.5,0
"1329",151,-19.5,0
"1330",151.5,-19.5,0
"1331",133,-19,0
"1332",133.5,-19,0
"1334",134.5,-19,0
"1349",142,-19,0
"1350",142.5,-19,0
"1351",143,-19,0
"1352",143.5,-19,0
"1353",144,-19,0
"1354",144.5,-19,0
"1355",145,-19,0
"1356",145.5,-19,0
"1357",146,-19,0
"1358",146.5,-19,0
"1359",147,-19,0
"1360",147.5,-19,0
"1361",148,-19,0
"1362",148.5,-19,0
"1363",149,-19,0
"1364",149.5,-19,0
"1365",150,-19,0
"1366",150.5,-19,0
"1367",151,-19,0
"1368",151.5,-19,0
"1369",133,-18.5,0
"1370",133.5,-18.5,0
"1372",134.5,-18.5,0
"1377",137,-18.5,0
"1378",137.5,-18.5,0
"1379",138,-18.5,0
"1387",142,-18.5,0
"1388",142.5,-18.5,0
"1389",143,-18.5,0
"1390",143.5,-18.5,0
"1391",144,-18.5,0
"1392",144.5,-18.5,0
"1393",145,-18.5,0
"1394",145.5,-18.5,0
"1395",146,-18.5,0
"1396",146.5,-18.5,0
"1397",147,-18.5,0
"1398",147.5,-18.5,0
"1399",148,-18.5,0
"1400",148.5,-18.5,0
"1401",149,-18.5,0
"1402",149.5,-18.5,0
"1403",150,-18.5,0
"1404",150.5,-18.5,0
"1405",151,-18.5,0
"1406",151.5,-18.5,0
"1407",133,-18,0
"1415",137,-18,0
"1416",137.5,-18,0
"1417",138,-18,0
"1424",141.5,-18,0
"1425",142,-18,0
"1426",142.5,-18,0
"1427",143,-18,0
"1428",143.5,-18,0
"1429",144,-18,0
"1430",144.5,-18,0
"1431",145,-18,0
"1432",145.5,-18,0
"1433",146,-18,0
"1434",146.5,-18,0
"1435",147,-18,0
"1436",147.5,-18,0
"1437",148,-18,0
"1438",148.5,-18,0
"1439",149,-18,0
"1440",149.5,-18,0
"1441",150,-18,0
"1442",150.5,-18,0
"1443",151,-18,0
"1444",151.5,-18,0
"1445",133,-17.5,0
"1447",134,-17.5,0
"1448",134.5,-17.5,0
"1449",135,-17.5,0
"1451",136,-17.5,0
"1454",137.5,-17.5,0
"1457",139,-17.5,0
"1458",139.5,-17.5,0
"1459",140,-17.5,0
"1460",140.5,-17.5,0
"1462",141.5,-17.5,0
"1463",142,-17.5,0
"1464",142.5,-17.5,0
"1465",143,-17.5,0
"1466",143.5,-17.5,0
"1467",144,-17.5,0
"1468",144.5,-17.5,0
"1469",145,-17.5,0
"1470",145.5,-17.5,0
"1471",146,-17.5,0
"1472",146.5,-17.5,0
"1473",147,-17.5,0
"1474",147.5,-17.5,0
"1475",148,-17.5,0
"1476",148.5,-17.5,0
"1477",149,-17.5,0
"1478",149.5,-17.5,0
"1479",150,-17.5,0
"1480",150.5,-17.5,0
"1481",151,-17.5,0
"1482",151.5,-17.5,0
"1483",133,-17,0
"1484",133.5,-17,0
"1485",134,-17,0
"1486",134.5,-17,0
"1487",135,-17,0
"1490",136.5,-17,0
"1494",138.5,-17,0
"1495",139,-17,0
"1496",139.5,-17,0
"1497",140,-17,0
"1498",140.5,-17,0
"1500",141.5,-17,0
"1501",142,-17,0
"1502",142.5,-17,0
"1503",143,-17,0
"1504",143.5,-17,0
"1505",144,-17,0
"1506",144.5,-17,0
"1507",145,-17,0
"1508",145.5,-17,0
"1509",146,-17,0
"1510",146.5,-17,0
"1511",147,-17,0
"1512",147.5,-17,0
"1513",148,-17,0
"1514",148.5,-17,0
"1515",149,-17,0
"1516",149.5,-17,0
"1517",150,-17,0
"1518",150.5,-17,0
"1519",151,-17,0
"1520",151.5,-17,0
"1521",133,-16.5,0
"1522",133.5,-16.5,0
"1523",134,-16.5,0
"1524",134.5,-16.5,0
"1525",135,-16.5,0
"1528",136.5,-16.5,0
"1530",137.5,-16.5,0
"1531",138,-16.5,0
"1532",138.5,-16.5,0
"1533",139,-16.5,0
"1534",139.5,-16.5,0
"1535",140,-16.5,0
"1536",140.5,-16.5,0
"1537",141,-16.5,0
"1538",141.5,-16.5,0
"1539",142,-16.5,0
"1540",142.5,-16.5,0
"1541",143,-16.5,0
"1542",143.5,-16.5,0
"1543",144,-16.5,0
"1544",144.5,-16.5,0
"1545",145,-16.5,0
"1546",145.5,-16.5,0
"1547",146,-16.5,0
"1548",146.5,-16.5,0
"1549",147,-16.5,0
"1550",147.5,-16.5,0
"1551",148,-16.5,0
"1552",148.5,-16.5,0
"1553",149,-16.5,0
"1554",149.5,-16.5,0
"1555",150,-16.5,0
"1556",150.5,-16.5,0
"1557",151,-16.5,0
"1558",151.5,-16.5,0
"1559",133,-16,0
"1560",133.5,-16,0
"1561",134,-16,0
"1562",134.5,-16,0
"1563",135,-16,0
"1564",135.5,-16,0
"1568",137.5,-16,0
"1569",138,-16,0
"1570",138.5,-16,0
"1571",139,-16,0
"1572",139.5,-16,0
"1573",140,-16,0
"1574",140.5,-16,0
"1575",141,-16,0
"1576",141.5,-16,0
"1577",142,-16,0
"1578",142.5,-16,0
"1579",143,-16,0
"1580",143.5,-16,0
"1581",144,-16,0
"1582",144.5,-16,0
"1583",145,-16,0
"1584",145.5,-16,0
"1585",146,-16,0
"1586",146.5,-16,0
"1587",147,-16,0
"1588",147.5,-16,0
"1589",148,-16,0
"1590",148.5,-16,0
"1591",149,-16,0
"1592",149.5,-16,0
"1593",150,-16,0
"1594",150.5,-16,0
"1595",151,-16,0
"1596",151.5,-16,0
